fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,July,16,KERALA,1611,ALAPPUZHA,2983540,325.970036969506,23,348,959.171639561001,8401,0,26337,2983540,448013,46777,15271,1157,23.62962,10708.247700561,129717,139624,185004,299292,25,272216,467067,34738,9725.446441,2773296,40,59.95,11.1,100.12,NA
2023-2024,July,16,KERALA,1612,PATHANAMTHITTA,1127002,293.751337238088,26,88,543.219696517,3340,0,12227,1127002,331691,36295,18386,2172,18.3751,3872.178242217,43278,47894,71592,123377,20,160288,253055,15567,3310.5834457,998482,43,36.86,38.65,100,NA
2023-2024,July,16,KERALA,1614,THIRUVANANTHAPURAM,3929225,283.753072308152,25,170,718.180478122,10350,0,27025,3929225,675341,60555,145237,7987,42.4925,11909.969633522,152436,164241,241329,361951,72,384580,658584,37375,11149.2966554,3510825,55,35,46.14,100,NA
2024-2025,April,16,KERALA,1611,ALAPPUZHA,398899,577.386424363879,6,50,1168.574948313,5999,0,18970,98802,17435,44527,721,1124,246.60033,1985.644613313,14660,15606,176309,281609,1,269278,404088,24969,570.469335,88936,35,33.92,20.77,99.97,NA
2024-2025,June,16,KERALA,1613,KOLLAM,1922761,348.700566787605,11,159,541.107296042,4359,0,20675,846437,172087,60564,20365,2347,323.71643,3816.354342542,74417,79455,202529,318509,6,398629,580388,25034,2951.5306165,731747,47,34.08,35.13,99.97,NA
2024-2025,June,16,KERALA,1601,KASARGOD,938137,361.082552228015,10,34,730.388994491001,6492,0,12280,315348,24633,9687,63449,23905,173.89114,2042.946741291,29760,32100,103736,159531,2,170467,245392,18772,1138.6666068,280491,54,41.38,22.12,99.96,NA
2024-2025,June,16,KERALA,1603,WAYANAD,860971,374.938300221498,19,61,9.68788,1593,0,8114,797751,36026,6788,362359,47147,174.67973,3175.4416494,40787,45406,84174,144861,2,156051,257013,9707,2991.0740394,690401,44,22.94,17.52,100.02,NA
2024-2025,June,16,KERALA,1609,IDUKKI,1175760,343.394474832927,14,31,163.373042877,2616,0,12338,506515,38496,28668,81432,24567,245.97323,2148.690797077,35791,43512,131725,240822,0,219056,378018,14954,1739.3445242,382775,32,37.86,27.41,99.95,NA
2024-2025,June,16,KERALA,1605,MALAPPURAM,1145918,344.682111785625,15,126,143.308747596,5770,0,19333,608504,200013,60693,29270,5585,332.4692,2573.182385096,40535,44366,140358,228033,0,421220,619230,25103,2097.4044375,506591,69,24.67,18.96,99.94,NA
2024-2025,June,16,KERALA,1611,ALAPPUZHA,2127457,373.810861663332,10,184,1175.020708913,7516,0,19119,704730,112762,44347,5952,1115,259.33917,4068.717164313,67829,71545,176763,279472,4,265180,395171,26635,2634.3572854,648467,36,50.32,9.93,99.98,NA
2024-2025,June,16,KERALA,1613,KOLLAM,1922761,342.847059223652,11,158,541.107296042,4338,0,20668,835038,169864,60557,20125,2344,323.71643,3727.726952442,74113,79120,202479,318450,6,398723,580537,25006,2862.9032264,721844,47,34.2,35.1,99.98,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,320.485019520512,12,115,851.025272212,5920,0,14149,396506,134588,49845,8051,2477,329.48771,2451.255313712,32912,34400,149533,195415,4,351323,427610,20069,1270.7423315,356802,51,30.54,13.12,99.93,NA
2024-2025,May,16,KERALA,1614,THIRUVANANTHAPURAM,1209458,341.160634914548,9,74,1498.661241134,5269,0,23644,599750,99611,58215,25853,7877,290.6366,3835.408749034,62745,66591,226473,341194,0,389408,553211,28913,2046.1109079,526050,56,30.47,45.06,99.91,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,330.763475303703,7,18,846.78845091,2763,0,15451,109976,6628,8588,10914,13454,272.96195,1483.51084051,13944,14737,125212,184774,0,263588,364201,18214,363.7604396,100876,54,20.73,32.87,99.98,NA
2024-2025,May,16,KERALA,1603,WAYANAD,403580,358.539036399845,7,31,3.3155,1192,0,7516,157171,8632,6761,71476,46866,164.12599,730.9608789,20094,22108,83683,144018,0,156145,257121,8708,563.5193889,133252,45,21.69,16.71,100.04,NA
2024-2025,May,16,KERALA,1612,PATHANAMTHITTA,319811,326.198453796222,6,22,405.067857419,1372,0,8071,68555,20308,34580,721,2124,169.57733,798.270537419,10116,10765,66044,114403,0,161729,251832,9443,223.62535,61312,49,31.8,37.49,99.98,NA
2024-2025,May,16,KERALA,1613,KOLLAM,901295,358.389974516867,6,81,526.332809032,3107,0,20598,281755,57374,60497,4411,2327,300.12422,1836.238701732,41540,43720,201652,318267,0,399796,584402,23705,1009.7816727,247059,48,32.98,28.5,99.98,NA
2024-2025,April,16,KERALA,1612,PATHANAMTHITTA,127924,280.330922544456,6,17,389.299002959,1269,0,8111,41895,12045,34567,396,2124,169.57733,676.320972959,6888,7341,66013,114354,0,161743,251836,9380,117.44464,37342,49,26.97,41.78,99.98,NA
2024-2025,April,16,KERALA,1602,KANNUR,225959,353.907893934592,6,10,846.78845091,2517,0,15449,66261,3677,8578,6571,13453,272.96195,1354.25331051,9523,10052,125128,184688,0,263835,364555,17966,234.5029096,60428,54,19.29,32,99.86,NA
2024-2025,April,16,KERALA,1606,PALAKKAD,299584,1085.93098628925,6,3,578.737604616,2711,0,32324,33915,14354,82782,2969,20534,317.64561,1264.676708616,5075,5545,202220,288493,0,405443,546356,35035,368.293494,28956,65,22.89,16.94,99.97,NA
2024-2025,April,16,KERALA,1607,THRISSUR,192141,329.164619690279,6,45,730.696421409,4653,0,14461,80395,27788,49752,518,2477,300.38417,1295.712487409,12814,13316,149097,195010,0,353699,430534,19114,264.631896,71795,51,26.7,12.04,99.93,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,317.561921383023,7,60,730.696421409,4908,0,14404,130786,45281,49762,1496,2477,300.38417,1446.407125909,17736,18468,149182,195066,0,353443,430120,19312,415.3265345,117073,51,27.97,11.22,99.89,NA
2024-2025,May,16,KERALA,1610,KOTTAYAM,386795,335.571813769361,7,14,514.291023719,2969,0,11313,153079,24094,19796,3644,4504,152.3859,1180.366900519,19670,20490,87096,131371,0,206535,288589,14282,513.6899768,141195,58,30.23,35.57,99.97,NA
2022-2023,Dec,16,KERALA,1601,KASARGOD,3498363,299.031658378504,47,97,3123.296383547,6469,0,17416,3498363,218345,10185,619151,24928,264.60358,13849.112858547,73074,83444,107781,171663,3677,181110,279640,23885,10461.212895,3174294,50,82.37,74.17,100.06,NA
2022-2023,Dec,16,KERALA,1603,WAYANAD,3329241,305.765721769167,54,86,3547.89036874901,9021,0,17017,3329250,154963,7131,1426364,48216,226.97056,13954.566220749,61366,72142,90168,155996,5105,167174,288738,26038,10179.705292,2853182,42,72.51,77.19,100.66,NA
2023-2024,Oct,16,KERALA,1602,KANNUR,4216636,320.052118437541,51,141,2103.537187172,10842,0,20935,4216636,177924,8955,386393,13793,51.0674,15650.037431972,82517,89951,134777,198489,2490,262153,384388,31777,13495.4328448,3943501,50,44.26,36.1,100.02,NA
2023-2024,Oct,16,KERALA,1606,PALAKKAD,4913582,330.941504391297,34,201,1866.245727708,16844,0,35148,4913582,1469944,86819,671497,20934,40.45066,18167.778578008,141975,157474,218306,311281,2466,401961,547103,51992,16261.0821903,4352213,66,32.33,38.4,100,NA
2023-2024,Oct,16,KERALA,1610,KOTTAYAM,2693682,314.615756169436,47,32,1360.26512575,10840,0,16402,2693682,387633,21102,93009,4791,47.01459,9882.02770885,56128,61118,97097,145859,1252,205422,287642,27242,8474.7479931,2499130,62,37.48,39.8,100,NA
2023-2024,Oct,16,KERALA,1613,KOLLAM,5915675,322.802109695005,44,301,1795.623996191,15465,0,25019,5915675,1212882,63449,92037,2368,37.18847,20928.736168891,134340,147630,218472,343466,1751,401218,651727,40484,19095.9237027,5142800,43,35.79,41.55,100.04,NA
2023-2024,Oct,16,KERALA,1614,THIRUVANANTHAPURAM,8133609,313.983996789125,48,189,2824.642781863,17344,0,27673,8133609,1398348,60662,272422,8006,63.31099,28426.184393263,167141,182277,241952,362710,2425,386806,642818,45017,25538.2306214,7260813,55,36.99,47.75,100,NA
2024-2025,May,16,KERALA,1601,KASARGOD,439752,347.403455026737,9,8,728.828994491,6292,0,11868,112578,11049,9796,22530,24011,171.01238,1290.941236091,12463,13617,103616,161048,0,175859,255465,18160,391.0998616,96287,54,40.36,8.68,99.9,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,326.696958077752,11,107,851.025272212,5878,0,14116,360453,121428,49845,7977,2477,329.48771,2358.101968512,30607,32021,149488,195390,4,351437,427786,19994,1177.5889863,323612,51,30.54,12.13,99.89,NA
2024-2025,May,16,KERALA,1609,IDUKKI,551138,373.563682245242,12,18,102.049445137,1962,0,12477,282268,23571,28630,52301,24526,226.26417,1382.764349737,23148,27908,131540,240463,0,218940,377791,14439,1054.4507346,212716,33,33.57,25.48,99.87,NA
2024-2025,June,16,KERALA,1601,KASARGOD,938137,330.951693740502,10,29,730.388994491001,6426,0,12292,287547,22485,9691,57385,23913,173.89114,1855.921801291,28249,30494,103710,159567,1,170646,245842,18718,951.6416668,255265,54,40.87,21.75,99.87,NA
2024-2025,June,16,KERALA,1606,PALAKKAD,1597778,403.054883436027,9,76,728.124227016999,5316,0,31596,524862,181679,83086,46964,20601,363.97627,3207.582419317,57249,61418,203151,290069,1,405783,547077,36912,2115.4819223,465740,65,19.56,33.46,99.8,NA
2024-2025,June,16,KERALA,1608,ERNAKULAM,981297,331.422102669707,9,47,598.424895871,7062,0,13442,271940,53908,32356,5751,2894,323.29482,1822.988981871,27466,28949,107127,164157,2,271715,383790,20504,901.269266,237839,55,24.32,27.64,99.94,NA
2024-2025,June,16,KERALA,1611,ALAPPUZHA,2127457,377.558458543959,10,182,1175.020708913,7456,0,19086,666863,106704,44332,5655,1115,259.33917,3952.157542313,65530,69133,176700,279359,4,265125,395071,26542,2517.7976634,613271,36,49.74,9.81,99.96,NA
2024-2025,June,16,KERALA,1612,PATHANAMTHITTA,682263,342.122231591847,10,48,406.394386419,1771,0,8072,226856,63586,34675,5200,2127,180.61677,1363.135966119,21864,23472,66203,114751,1,161902,252230,9843,776.1248097,201248,48,34.51,37.82,99.93,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,329.25800369905,10,32,849.703922885,3454,0,15204,227626,14134,8599,21663,13435,280.5891,1879.769846385,22755,23984,125406,185018,1,263520,364026,18658,749.4768235,209980,54,28.45,31.76,99.89,NA
2024-2025,May,16,KERALA,1603,WAYANAD,403580,345.436758161674,11,48,6.6405,1309,0,7778,371860,18161,6770,166507,46941,169.29599,1460.4776189,31893,35109,83864,144327,0,155996,256861,9087,1284.5411289,319085,45,21.9,18.15,100.02,NA
2024-2025,May,16,KERALA,1604,KOZHIKODE,999583,487.592521199341,10,9,1125.229502614,3618,0,18513,67337,12407,38604,3000,4116,391.99015,1845.549828614,6164,7042,194488,311717,1,360940,542161,22131,328.330176,54440,41,16.01,10.47,99.84,NA
2024-2025,May,16,KERALA,1609,IDUKKI,551138,364.082788163267,11,17,89.737351248,1781,0,12453,183429,15878,28602,41489,24518,226.26417,983.834938748,16513,19870,131461,240307,0,218878,377674,14234,667.8334175,136211,33,27.33,25.02,99.75,NA
2024-2025,May,16,KERALA,1610,KOTTAYAM,386795,324.74226504298,10,18,514.291023719,3281,0,11303,265240,40101,19815,7767,4515,174.86267,1550.500077519,25063,26232,87261,131638,0,206598,288681,14584,861.3463838,245209,58,26.24,41.19,99.91,NA
2024-2025,May,16,KERALA,1611,ALAPPUZHA,997244,403.73826601118,8,108,1172.795766013,7051,0,18828,289454,51586,44268,2622,1114,251.20766,2592.639986513,35066,37024,176417,279135,2,265384,395653,25879,1168.6365605,264112,36,40.14,13.53,99.94,NA
2024-2025,May,16,KERALA,1608,ERNAKULAM,459983,358.469922629728,7,10,590.405323971,6352,0,12996,69665,14511,32308,2055,2906,305.25536,1145.388755571,8796,9453,106661,163833,0,272334,385290,19348,249.7280716,58971,55,19.07,21.1,99.9,NA
2024-2025,May,16,KERALA,1612,PATHANAMTHITTA,319811,327.193777455731,7,27,406.022416419,1552,0,7956,110405,32207,34605,1967,2124,173.67578,940.936486419,13917,14866,66080,114491,0,161750,251959,9508,361.23829,98655,49,35.27,37.35,99.79,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,332.572022650223,10,34,849.703922885,3534,0,15169,258982,15729,8604,24653,13435,280.5891,1991.594698585,24609,25953,125435,185058,1,263570,364084,18703,861.3016757,239290,54,28.79,32.02,99.94,NA
2024-2025,May,16,KERALA,1605,MALAPPURAM,537148,353.182070786932,12,65,136.737010196,4792,0,18778,295337,92703,60506,12149,5574,322.42801,1502.242352596,23786,26386,139613,226943,0,421071,619946,23570,1043.0773324,241401,69,22.76,13.73,99.93,NA
2024-2025,May,16,KERALA,1606,PALAKKAD,748959,476.931319527487,8,25,727.940227016999,5032,0,30643,178958,66073,82913,21772,20558,358.64529,1940.092267817,20926,22673,202543,289095,0,405568,546655,35675,853.5067508,154596,65,18.41,24.52,99.89,NA
2024-2025,May,16,KERALA,1610,KOTTAYAM,386795,328.731326254293,11,18,514.291023719,3310,0,11321,286197,43944,19821,8571,4518,175.67307,1630.783287519,25909,27129,87279,131669,0,206612,288702,14631,940.8191938,264747,58,24.78,41.28,99.96,NA
2024-2025,May,16,KERALA,1612,PATHANAMTHITTA,319811,330.286502764366,9,38,406.349586419,1678,0,7936,159892,46699,34628,3214,2125,176.03532,1110.486601419,17731,18987,66121,114587,0,161815,252066,9614,528.101695,142473,49,35.78,37.43,99.92,NA
2024-2025,May,16,KERALA,1603,WAYANAD,403580,354.075924648847,14,55,6.6405,1382,0,7900,504624,24659,6777,225935,47006,169.29599,1962.688584,35749,39535,83971,144503,0,155983,256895,9282,1786.752094,434294,45,21.42,17.91,100.07,NA
2024-2025,May,16,KERALA,1601,KASARGOD,439752,375.563818308131,9,8,727.276994491,6024,0,11818,67653,6597,10049,15557,24072,171.01238,1152.369564491,7360,8249,103567,162643,0,177809,260348,17842,254.08019,56410,54,36.2,7.4,99.87,NA
2024-2025,May,16,KERALA,1605,MALAPPURAM,537148,348.609378139098,12,63,136.737010196,4639,0,18765,277747,87797,60478,11516,5574,322.42801,1427.417109696,22982,25490,139537,226824,0,421066,620113,23404,968.2520895,227133,69,22.95,13.41,99.85,NA
2024-2025,May,16,KERALA,1606,PALAKKAD,748959,487.066801296495,8,25,727.940227016999,4970,0,30647,165986,61785,82900,19499,20554,358.64529,1895.048217817,19825,21490,202507,289012,0,405543,546596,35617,808.4627008,143338,65,18.47,23.9,99.81,NA
2024-2025,June,16,KERALA,1601,KASARGOD,938137,341.399403079519,9,20,728.828994491,6376,0,12179,199122,16879,9705,41520,23914,171.01238,1579.642693891,22020,23865,103650,159568,0,171558,247331,18555,679.8013194,174601,54,40.67,17.45,99.92,NA
2024-2025,June,16,KERALA,1604,KOZHIKODE,2132447,361.184638911395,8,35,1125.229502614,3941,0,18724,186367,30382,38462,5834,4094,399.90047,2198.258948614,20886,22377,194690,310808,3,359999,538735,22665,673.128976,161935,41,18.68,18.95,99.92,NA
2024-2025,June,16,KERALA,1608,ERNAKULAM,981297,333.12548349595,9,32,598.424895871,6897,0,13422,212463,42487,32345,4094,2898,321.40932,1627.602611871,23210,24446,107040,164109,1,271830,384102,20319,707.768396,185277,55,23.82,24.65,99.96,NA
2024-2025,June,16,KERALA,1613,KOLLAM,1922761,350.294754098851,9,138,539.322778582,4145,0,20549,669029,136554,60498,14571,2328,311.49922,3194.395488982,67443,71802,202245,318137,4,398809,580803,24694,2343.5734904,580247,47,33.09,33.3,99.97,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,335.228835509403,11,43,849.703922885,3635,0,15401,374988,22171,8613,32060,13439,280.5891,2387.360928585,32155,33817,125580,185243,2,263485,363966,19036,1257.0679057,348672,54,28.59,33,99.94,NA
2024-2025,May,16,KERALA,1613,KOLLAM,901295,349.869994486763,9,132,539.322778582,4082,0,20423,613070,125171,60512,11684,2325,311.49922,2995.769973782,64342,68423,202162,318234,4,398890,581415,24505,2144.9479752,532650,48,32.68,32.58,99.96,NA
2024-2025,May,16,KERALA,1603,WAYANAD,403580,363.99245686025,8,40,3.3155,1242,0,7538,213724,11437,6760,95480,46864,169.29599,950.5507285,24483,26893,83729,144091,0,156004,256869,8780,777.9392385,181708,45,21.57,17.3,100.13,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,319.30556432787,8,65,809.426294523,5004,0,14424,167066,57131,49790,1890,2475,321.66496,1664.542288623,19967,20846,149243,195143,0,353230,429876,19428,533.4510341,149324,51,28.69,11.7,99.79,NA
2024-2025,April,16,KERALA,1613,KOLLAM,360517,363.329305041972,6,77,511.739752709,2985,0,20593,245281,49259,60507,3475,2331,287.76475,1690.682255409,38474,40349,201583,318245,0,399990,584849,23578,891.1777527,215994,47,33.99,29.25,99.96,NA
2024-2025,April,16,KERALA,1601,KASARGOD,175900,585.030224818311,7,4,639.834184131,5254,0,11869,14723,1464,10128,4410,24081,156.83668,882.804864131,1901,2195,103474,164185,0,179167,264214,17123,86.134,11829,54,27.55,3.29,100,NA
2024-2025,April,16,KERALA,1604,KOZHIKODE,399834,697.422231630807,9,7,1122.712483259,2440,0,19256,25981,4723,38701,1010,4120,333.27535,1637.185103259,2817,3306,194398,313310,0,362393,547652,21696,181.19727,20645,41,16.17,11.03,99.94,NA
2024-2025,April,16,KERALA,1609,IDUKKI,220455,586.358494206611,9,6,81.927751248,1568,1,12093,40995,4691,28564,12436,24476,221.27138,543.576795948,4312,5243,131280,239971,0,218779,377497,13661,240.3776647,29730,33,19.92,14.57,100,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,326.809146560417,8,25,849.039054485,3064,0,15358,162636,10295,8595,15356,13421,280.5891,1661.137478085,18544,19537,125289,184832,0,263484,363950,18422,531.5093236,149846,54,24.68,31.88,99.9,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,330.957972810491,8,70,809.426294523,5070,0,14435,187131,63988,49795,3050,2475,321.66496,1750.416218623,21348,22311,149264,195171,1,353093,429712,19505,619.3249641,167240,51,29.95,11.54,99.71,NA
2024-2025,May,16,KERALA,1609,IDUKKI,551138,400.365189032472,10,11,88.128751248,1658,0,12336,120720,10097,28580,34354,24513,226.26417,797.713777448,11571,13986,131382,240170,0,218835,377605,13994,483.3208562,88748,33,22.7,24.67,99.81,NA
2024-2025,May,16,KERALA,1610,KOTTAYAM,386795,331.332523396914,9,15,514.291023719,3203,0,11229,204621,31337,19802,5469,4511,165.72423,1357.991176419,22467,23457,87170,131490,0,206555,288616,14432,677.9759227,189305,58,28.37,38.58,99.8,NA
2024-2025,May,16,KERALA,1601,KASARGOD,439752,428.52663546749,8,6,727.276994491,5812,0,11776,40172,3921,10097,10150,24074,168.03352,1067.458234491,4689,5281,103519,163403,0,178201,261934,17588,172.14772,32972,54,32.13,6.35,99.97,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,337.072260925221,8,23,849.039054485,2996,0,15397,151553,9309,8596,14583,13439,278.03463,1637.916808085,17630,18579,125281,184839,0,263552,364069,18393,510.8431236,139423,54,24.26,32.28,99.93,NA
2024-2025,May,16,KERALA,1605,MALAPPURAM,537148,362.817131230926,10,47,131.737011096,4304,0,18617,180872,57230,60407,7340,5565,247.50833,1035.479942696,17744,19801,139326,226481,0,420953,620189,22921,656.2346016,146927,70,23.11,12.3,99.91,NA
2024-2025,May,16,KERALA,1606,PALAKKAD,748959,602.311542779925,7,17,723.207727016999,4439,0,31036,100643,38286,82864,12560,20548,355.86033,1685.252463017,13625,14820,202370,288757,0,405452,546441,35475,606.184406,86784,65,18.93,22.87,99.84,NA
2024-2025,May,16,KERALA,1601,KASARGOD,439752,484.231456354591,8,5,727.276994491,5553,0,11771,26532,2761,10111,7137,24088,156.83668,1012.589964491,3189,3642,103512,163883,0,178782,263263,17324,128.47629,21434,54,30.31,4.12,100,NA
2024-2025,May,16,KERALA,1604,KOZHIKODE,999583,594.270085840396,9,7,1122.712483259,2992,0,18836,36929,6709,38675,1441,4120,383.82332,1725.993803259,3836,4428,194370,312251,0,361537,544273,21828,219.458,29642,41,17.64,10.34,99.97,NA
2024-2025,May,16,KERALA,1606,PALAKKAD,748959,686.919760552781,6,11,688.451708042,3853,0,31474,73085,28817,82828,8328,20544,317.64561,1508.132625042,10492,11415,202310,288660,0,405455,546433,35327,502.035307,62838,65,19.87,20.3,100,NA
2024-2025,May,16,KERALA,1612,PATHANAMTHITTA,319811,331.138395976925,6,22,405.067857419,1448,0,8013,72979,21481,34582,806,2124,169.57733,816.306677419,10488,11157,66052,114419,0,161751,251877,9461,241.66149,65278,49,32.07,37.13,100,NA
2024-2025,June,16,KERALA,1601,KASARGOD,938137,339.084270528775,9,22,728.828994491,6393,0,12200,228131,19187,9704,47903,23909,171.01238,1673.397711691,24166,26145,103674,159558,0,171262,246837,18593,773.5563372,200851,54,41.63,18.59,99.95,NA
2024-2025,June,16,KERALA,1610,KOTTAYAM,825163,337.073645516699,13,19,519.647353967,3709,0,11255,417148,61967,19846,13334,4525,180.81166,2106.554984767,30439,31991,87406,131911,0,206740,288916,14964,1406.0959708,385583,57,22.51,44.03,99.98,NA
2024-2025,June,16,KERALA,1611,ALAPPUZHA,2127457,381.075780965269,9,173,1175.020708913,7417,0,19060,631078,101193,44326,5142,1116,253.81044,3833.716565913,64309,67842,176679,279317,3,265092,395019,26477,2404.885417,580421,36,48.97,10.12,99.98,NA
2024-2025,June,16,KERALA,1614,THIRUVANANTHAPURAM,2580177,337.419066209621,10,78,1540.42833976,5594,0,23576,757911,127532,58273,32623,7882,290.6366,4388.40115866,74466,79034,226645,341518,0,389603,553556,29170,2557.3362189,663548,56,31.31,45.98,99.97,NA
2024-2025,April,16,KERALA,1601,KASARGOD,175900,1660.81369482099,6,0,1.576,2688,5,13060,2877,323,10127,828,24100,156.83668,206.19429,477,527,103438,164321,0,179702,265266,15748,47.78161,2379,55,14.31,3.22,100,NA
2024-2025,April,16,KERALA,1604,KOZHIKODE,399834,1548.55142450142,6,4,4.23227,390,6,21102,7020,1418,38790,200,4124,6.42908,119.36966,1041,1249,194357,314077,0,362869,549922,21492,108.70831,5602,40,21.08,6.23,100,NA
